category,main class,item name,price info,price,monthly sales,item url,item picture
Fashion,FashionAccessory,Masker Buff Multifungsi,Rp3000,3000,4289,https://shopee.co.id/Masker-Buff-Multifungsi-i.17332236.164279702,https://cf.shopee.co.id/file/642a4c51a26028989bdaa47ae6ee7a92
Fashion,FashionAccessory,Softlens Wish Living Color / True Color Wish / Softlense Big Eyes,Rp23800,23800,2633,https://shopee.co.id/Softlens-Wish-Living-Color-True-Color-Wish-Softlense-Big-Eyes-i.375994.759453904,https://cf.shopee.co.id/file/02958d98d66a6e3eed5319d4c3496a32
Fashion,FashionAccessory,(Dikirim Dari Jakarta) Kacamata Hitam Fashion Wanita Model Simple Transparan Tanpa Frame,Rp13700,13700,2433,https://shopee.co.id/(Dikirim-Dari-Jakarta)-Kacamata-Hitam-Fashion-Wanita-Model-Simple-Transparan-Tanpa-Frame-i.90309109.1544428575,https://cf.shopee.co.id/file/3e6923b911e0a0900f7544942dd406d9
Fashion,FashionAccessory,[Bayar di Tempat]Kacamata Wanita Hitam Tanpa Frame untuk Couples Simple Transparent,Rp9900,9900,2788,https://shopee.co.id/-Bayar-di-Tempat-Kacamata-Wanita-Hitam-Tanpa-Frame-untuk-Couples-Simple-Transparent-i.18587545.1514493741,https://cf.shopee.co.id/file/849ed53c99b33c4894aa18fceb04866e
Fashion,FashionAccessory,TU88 Kacamata Lensa Transparan Anti Radiasi Gaya Korea Untuk Pria Wanita Frame Kacamata Bulat SG007,Rp11899,11899,2835,https://shopee.co.id/TU88-Kacamata-Lensa-Transparan-Anti-Radiasi-Gaya-Korea-Untuk-Pria-Wanita-Frame-Kacamata-Bulat-SG007-i.8338469.1572919769,https://cf.shopee.co.id/file/977e55ca020c45e7233e326463eb25c7
Fashion,FashionAccessory,Kalung Titanium Full Zircon DF888,Rp17000 - Rp17500,17250,3148,https://shopee.co.id/Kalung-Titanium-Full-Zircon-DF888-i.24178494.1628112317,https://cf.shopee.co.id/file/4728a4247b8aa98225b2fcb02d657119
Fashion,FashionAccessory,FYGALERY K100 KACAMATA FASHION WANITA/PRIA KACAMATA SIMPLE TRANSPARAN IMPORT KACAMATA TANPA FRAME,Rp7900,7900,2314,https://shopee.co.id/FYGALERY-K100-KACAMATA-FASHION-WANITA-PRIA-KACAMATA-SIMPLE-TRANSPARAN-IMPORT-KACAMATA-TANPA-FRAME-i.11184349.1867865916,https://cf.shopee.co.id/file/41ab771e4091d5cbd6826d1888395edd
Fashion,FashionAccessory,[COD available]12Pcs/Set Ikat Rambut Simple Bahan Karet Gaya Korea untuk Wanita termasuk kotak-kotak,Rp21499,21499,2371,https://shopee.co.id/-COD-available-12Pcs-Set-Ikat-Rambut-Simple-Bahan-Karet-Gaya-Korea-untuk-Wanita-termasuk-kotak-kotak-i.66406573.1361018733,https://cf.shopee.co.id/file/87454120638af57bb7c6d3bc25b13f88
Fashion,FashionAccessory,[Bayar di Tempat]HairBand Elastis Karet Rambut Suede Wanita Akseoris Fashion,Rp6600 - Rp8700,7650,2651,https://shopee.co.id/-Bayar-di-Tempat-HairBand-Elastis-Karet-Rambut-Suede-Wanita-Akseoris-Fashion-i.18587545.1535150886,https://cf.shopee.co.id/file/803b0b0b552cad4a7201a4a23f2a7850
Fashion,FashionAccessory,JARUM PENTUL HIJAB / FASHION,Rp1000,1000,2378,https://shopee.co.id/JARUM-PENTUL-HIJAB-FASHION-i.11410819.853621667,https://cf.shopee.co.id/file/ba459e4f61dab931d22e2822a7b0277b
Fashion,FashionAccessory,[Bayar Di Tempat] Ikat Pinggang Kulit PU dengan Gesper untuk Wanita fesyen,Rp14900,14900,2370,https://shopee.co.id/-Bayar-Di-Tempat-Ikat-Pinggang-Kulit-PU-dengan-Gesper-untuk-Wanita-fesyen-i.64909675.1208723644,https://cf.shopee.co.id/file/5b7736ed7f1be9edfdf7bb887bc5b0e6
Fashion,FashionAccessory,Harga Grosir Topi Baseball Tumblr Polos Murah,Rp9300,9300,2676,https://shopee.co.id/Harga-Grosir-Topi-Baseball-Tumblr-Polos-Murah-i.12485679.108953056,https://cf.shopee.co.id/file/b3ec6803a50c551c9dc325d415a29387
Fashion,FashionAccessory,Frame Kacamate Wanita dan Pria Gaya Retro Round Eyeglasses Metal Frame Myopia Eeyglasses,Rp15999 - Rp188924,102461.5,2231,https://shopee.co.id/Frame-Kacamate-Wanita-dan-Pria-Gaya-Retro-Round-Eyeglasses-Metal-Frame-Myopia-Eeyglasses-i.47678487.1248198298,https://cf.shopee.co.id/file/16e7b85f285562a35bc606673de5cbae
Fashion,FashionAccessory,KUPLUK BORDIR NAMA BIASA,Rp20000,20000,2555,https://shopee.co.id/KUPLUK-BORDIR-NAMA-BIASA-i.7125833.41900603,https://cf.shopee.co.id/file/9af617ebb476d071f08e3e00636c9aad
Fashion,FashionAccessory,SOFTLENS SOFTLEN SOFLEN N8 BABY BIG EYES DIAMETER 16MM FREELENSCASE MATA NORMAL AJAH,Rp31000,31000,2284,https://shopee.co.id/SOFTLENS-SOFTLEN-SOFLEN-N8-BABY-BIG-EYES-DIAMETER-16MM-FREELENSCASE-MATA-NORMAL-AJAH-i.5153623.609823731,https://cf.shopee.co.id/file/7c6a232f2222f159cddd28e5179f3a4e
Fashion,FashionAccessory,NICE LOOK AIR SOFTLENS 60 ML UNTUK CUCI SOFTLENS CAIRAN NICE LOOK,Rp5000,5000,2225,https://shopee.co.id/NICE-LOOK-AIR-SOFTLENS-60-ML-UNTUK-CUCI-SOFTLENS-CAIRAN-NICE-LOOK-i.5153623.253751920,https://cf.shopee.co.id/file/5d80e61728c42ae451a5e78c263b1f6c
Fashion,FashionAccessory,[IF]??KM-003/Kacamata Wanita Fashion Tanpa Bingkai Sunglasses Sederhana UV400,Rp8910,8910,2227,https://shopee.co.id/-IF-??KM-003-Kacamata-Wanita-Fashion-Tanpa-Bingkai-Sunglasses-Sederhana-UV400-i.30302620.1650345622,https://cf.shopee.co.id/file/031611da5b89fef267a9ccca57b175d8
Fashion,FashionAccessory,Kacamata Hitam Transparan Simple Tanpa Frameless Sunglasses Couples Simple glasses,Rp7200,7200,2866,https://shopee.co.id/Kacamata-Hitam-Transparan-Simple-Tanpa-Frameless-Sunglasses-Couples-Simple-glasses-i.27192074.520004737,https://cf.shopee.co.id/file/f6aaed683eda9477fd8529f2d0d954d5
Fashion,FashionAccessory,Softlens Living Color LOVELY 2 Tone atau 1 Tone / Softlen Living Colour,Rp23200,23200,2231,https://shopee.co.id/Softlens-Living-Color-LOVELY-2-Tone-atau-1-Tone-Softlen-Living-Colour-i.375994.197798946,https://cf.shopee.co.id/file/68d3f3cfcf8f127c14e2352e55b0fda5
Fashion,FashionAccessory,Cairan Softlens X2 120ml,Rp17000,17000,2109,https://shopee.co.id/Cairan-Softlens-X2-120ml-i.17220153.168582728,https://cf.shopee.co.id/file/e56d6f7025e4eddf4b5fc86addc1ae0a
Fashion,FashionAccessory,GROSIR FASHION BATAM - JB002 - Premium Bandana Simpul Twist Elastis Ala Korea Untuk Wanita,Rp6300,6300,2558,https://shopee.co.id/GROSIR-FASHION-BATAM-JB002-Premium-Bandana-Simpul-Twist-Elastis-Ala-Korea-Untuk-Wanita-i.65778131.1741636758,https://cf.shopee.co.id/file/b9339708d1c85ac599549945e0d6ad73
Fashion,FashionAccessory,Kalung Titanium ANTI KARAT SELAMANYA KT143,Rp17000 - Rp17500,17250,2319,https://shopee.co.id/Kalung-Titanium-ANTI-KARAT-SELAMANYA-KT143-i.5395355.1570877114,https://cf.shopee.co.id/file/c35cc44ed2c0bb0f99890442bcdeda34
Fashion,FashionAccessory,?Bayar di Tempat?Kacamata Hitam Unisex Korean Desgin Besi Frame Round Sunglasses Women/Men,Rp14560 - Rp16500,15530,2163,https://shopee.co.id/?Bayar-di-Tempat?Kacamata-Hitam-Unisex-Korean-Desgin-Besi-Frame-Round-Sunglasses-Women-Men-i.47678487.1240430871,https://cf.shopee.co.id/file/51b27972ebbc3a8ae22dd744cd35c90b
Fashion,FashionAccessory,Softlens ICE N8 / ICE N 8,Rp31500 - Rp33000,32250,2223,https://shopee.co.id/Softlens-ICE-N8-ICE-N-8-i.375994.23005890,https://cf.shopee.co.id/file/fdf665a3ceb1309f209a228a27d2c27f
Fashion,FashionAccessory,Softlens LC ADORE / LC ADORE,Rp23500,23500,2154,https://shopee.co.id/Softlens-LC-ADORE-LC-ADORE-i.17220153.167380996,https://cf.shopee.co.id/file/338ee06256bda35aee53892473a9c28b
Fashion,FashionAccessory,?Bayar di Tempat? Kacamata Hitam Wanita Model Retro Cat Eye Sunglasses Women UV400 Protection,Rp14999 - Rp18900,16949.5,2052,https://shopee.co.id/?Bayar-di-Tempat?-Kacamata-Hitam-Wanita-Model-Retro-Cat-Eye-Sunglasses-Women-UV400-Protection-i.47678487.1106141975,https://cf.shopee.co.id/file/ea82a5ec1f61d51d80b46655e5575549
Fashion,FashionAccessory,SOFTLENS SOFLENS NEWBLUK ALL COLOR NORMAL,Rp26500 - Rp28000,27250,2131,https://shopee.co.id/SOFTLENS-SOFLENS-NEWBLUK-ALL-COLOR-NORMAL-i.3891529.1298019771,https://cf.shopee.co.id/file/3e514038ece5bc205afcd222692dab3e
Fashion,FashionAccessory,Softlens SHIN MANGA 1 Tone / 2 Tone (KEMENKES),Rp25500,25500,2353,https://shopee.co.id/Softlens-SHIN-MANGA-1-Tone-2-Tone-(KEMENKES)-i.375994.339444421,https://cf.shopee.co.id/file/49e71199e1f1ab06d0485b2a871d1c60
Fashion,FashionAccessory,[Bayar di Tempat]Kacamata Wanita Pria Fashion Women Sunglasses Transparan Myopia Frame Metal,Rp26520,26520,2135,https://shopee.co.id/-Bayar-di-Tempat-Kacamata-Wanita-Pria-Fashion-Women-Sunglasses-Transparan-Myopia-Frame-Metal-i.18587545.1534497607,https://cf.shopee.co.id/file/47683cfcb84daf01ce531dcfc0d408b6
Fashion,FashionAccessory,SOFTLENS LC LOVELY ALL COLOR 14.4MM,Rp23188 - Rp29000,26094,2167,https://shopee.co.id/SOFTLENS-LC-LOVELY-ALL-COLOR-14.4MM-i.3891529.1543121578,https://cf.shopee.co.id/file/009e1c692467be4e4679e41b689865e1
Fashion,FashionAccessory,?Bayar di Tempat?Wanita Kacamata Hitam Trendi Frameless Colorful Sunglasses Women,Rp2999 - Rp8999,5999,2211,https://shopee.co.id/?Bayar-di-Tempat?Wanita-Kacamata-Hitam-Trendi-Frameless-Colorful-Sunglasses-Women-i.47678487.1203397724,https://cf.shopee.co.id/file/f15aafdb42cea9e6579af927ae20cb37
Fashion,FashionAccessory,Cairan Softlens ICE 60ml,Rp9000,9000,2150,https://shopee.co.id/Cairan-Softlens-ICE-60ml-i.17220153.664635714,https://cf.shopee.co.id/file/bf800c015a0c84455dd5c8ddb8e6ad83
Fashion,FashionAccessory,Headband Bandana/ Bando Mandi,Rp3000,3000,2192,https://shopee.co.id/Headband-Bandana-Bando-Mandi-i.19847215.1611301057,https://cf.shopee.co.id/file/e67d21f329442c57c36a9c4578388093
Fashion,FashionAccessory,Bayar di Tempat?5 Desgin Thug life Mosaic Sunglasses Kacamata Hitam Wanita/Pria Small Sunglasses,Rp9500,9500,2153,https://shopee.co.id/Bayar-di-Tempat?5-Desgin-Thug-life-Mosaic-Sunglasses-Kacamata-Hitam-Wanita-Pria-Small-Sunglasses-i.24548222.1521648670,https://cf.shopee.co.id/file/ef80db442d149ea01e05c7d93c464027
Fashion,FashionAccessory,[HOT DEALS] Womens Headband Twist Hairband Bow Knot Cross Tie Cloth Headwrap Hair Band Hoop /Premium,Rp17699,17699,2039,https://shopee.co.id/-HOT-DEALS-Womens-Headband-Twist-Hairband-Bow-Knot-Cross-Tie-Cloth-Headwrap-Hair-Band-Hoop-Premium-i.66406573.1292052301,https://cf.shopee.co.id/file/3fe4f9f7389c7278dbbf66f514187c0f
Fashion,FashionAccessory,?Bayar di Tempat?Kacamata Hitam Wanita/Pria Cool Trendy Oval Half Frame Sunglasses Women/Men UV400,Rp11580 - Rp19800,15690,2043,https://shopee.co.id/?Bayar-di-Tempat?Kacamata-Hitam-Wanita-Pria-Cool-Trendy-Oval-Half-Frame-Sunglasses-Women-Men-UV400-i.47678487.1116647982,https://cf.shopee.co.id/file/803f8074fb6ace601b52700957fd47e3
Fashion,FashionAccessory,SOFTLENS LC MISTIQUE / LIVING COLOR MISTIQUE,Rp23500,23500,1988,https://shopee.co.id/SOFTLENS-LC-MISTIQUE-LIVING-COLOR-MISTIQUE-i.17220153.438827064,https://cf.shopee.co.id/file/1604e3e58d1a19994f7cf4c237c5ee21
Fashion,FashionAccessory,Softlens ACQUA NORMAL by Urban Factory,Rp28000,28000,1931,https://shopee.co.id/Softlens-ACQUA-NORMAL-by-Urban-Factory-i.17220153.939844598,https://cf.shopee.co.id/file/2f4a4c0987da907008d4d6995b614333
Fashion,FashionAccessory,Kacamata Hitam dengan Frame Lensa Logam Unisex,Rp14040,14040,2022,https://shopee.co.id/Kacamata-Hitam-dengan-Frame-Lensa-Logam-Unisex-i.24548222.1521377682,https://cf.shopee.co.id/file/49bfa416261ac18b870b063a50abcbb6
Fashion,FashionAccessory,Softlens NEWBLUK / NEWBLUK,Rp25000,25000,2218,https://shopee.co.id/Softlens-NEWBLUK-NEWBLUK-i.17220153.162596028,https://cf.shopee.co.id/file/d2837301d4d4d35694aa5c0d0c98d288
Fashion,FashionAccessory,[1kg muat 72pcs] POPULER/FASHION/Premium Bandana Simpul Twist Elastis Ala Korea Untuk Wanita BCW,Rp5738,5738,1901,https://shopee.co.id/-1kg-muat-72pcs-POPULER-FASHION-Premium-Bandana-Simpul-Twist-Elastis-Ala-Korea-Untuk-Wanita-BCW-i.34570250.1769852952,https://cf.shopee.co.id/file/3c60ee563364e579306cf334a0d5280d
Fashion,FashionAccessory,[Bayar Di Tempat]Kacamata Hitam Wanita Model Korea Mewah Bahan Metal Warna Warni,Rp14605 - Rp16980,15792.5,1821,https://shopee.co.id/-Bayar-Di-Tempat-Kacamata-Hitam-Wanita-Model-Korea-Mewah-Bahan-Metal-Warna-Warni-i.47678487.1114233348,https://cf.shopee.co.id/file/816bc0c905e59900ac4a5775ec935772
Fashion,FashionAccessory,COD available/FASHION 50Pcs Fashion Elastic Rope Women Hair Ties Ponytail Holder Head Band Hairbands,Rp5899,5899,2442,https://shopee.co.id/COD-available-FASHION-50Pcs-Fashion-Elastic-Rope-Women-Hair-Ties-Ponytail-Holder-Head-Band-Hairbands-i.66406573.1134880078,https://cf.shopee.co.id/file/766e3bd79d15a320f12f06c9057ced09
Fashion,FashionAccessory,Frameless Sunglasses Transparent Kacamata Hitam Transparan Simple Tanpa Frame Trends Couples KTF,Rp7850,7850,1892,https://shopee.co.id/Frameless-Sunglasses-Transparent-Kacamata-Hitam-Transparan-Simple-Tanpa-Frame-Trends-Couples-KTF-i.34570250.1319188495,https://cf.shopee.co.id/file/50c9d80a3831b04698ab9050a7103264
Fashion,FashionAccessory,[Bayar Di Tempat]BR Kacamata Optik Frame Plastik Anti Radiasi untuk Wanita,Rp15500,15500,1880,https://shopee.co.id/-Bayar-Di-Tempat-BR-Kacamata-Optik-Frame-Plastik-Anti-Radiasi-untuk-Wanita-i.17430886.1156934035,https://cf.shopee.co.id/file/e232b5b93f1f0692d5f25de7f6ab946b
Fashion,FashionAccessory,Softlens Living Color ADORE 2 Tone atau 1 Tone / Softlen Living Colour,Rp23300,23300,2015,https://shopee.co.id/Softlens-Living-Color-ADORE-2-Tone-atau-1-Tone-Softlen-Living-Colour-i.375994.199167853,https://cf.shopee.co.id/file/007525c2380c3644a4b2a6ba1a80381d
Fashion,FashionAccessory,Urban Factory Khusus NORMAL,Rp28000,28000,1736,https://shopee.co.id/Urban-Factory-Khusus-NORMAL-i.17220153.1463966072,https://cf.shopee.co.id/file/d11ad4acfe37489595ca95b96950e88b
Fashion,FashionAccessory,Anting Tusuk Motif Bunga Gaya Korea untuk Wanita,Rp10000,10000,1771,https://shopee.co.id/Anting-Tusuk-Motif-Bunga-Gaya-Korea-untuk-Wanita-i.68630556.1504262869,https://cf.shopee.co.id/file/adaeb10bc7d5b7ac4b63858899a747e8
Fashion,FashionAccessory,Kacamata Optik Lensa Transparan Anti Radiasi untuk Wanita,Rp14500,14500,2209,https://shopee.co.id/Kacamata-Optik-Lensa-Transparan-Anti-Radiasi-untuk-Wanita-i.13027348.1635689803,https://cf.shopee.co.id/file/eec49f2d3d9bd061a283697bf742207d
Fashion,FashionAccessory,【Bayar Di Tempat】 Kacamata Wanita Pria Frame Sunglasses Anti Radiasi Lensa Transparan,Rp2800 - Rp11900,7350,2199,https://shopee.co.id/【Bayar-Di-Tempat】-Kacamata-Wanita-Pria-Frame-Sunglasses-Anti-Radiasi-Lensa-Transparan-i.126167401.1916903127,https://cf.shopee.co.id/file/ef6f2595dfb1777a6364caa9a937932a
Fashion,FashionAccessory,?Bayar Di Tempat?kacamata anti radiasi sinar biru Kacamata wanita persegi vintage,Rp17500,17500,1805,https://shopee.co.id/?Bayar-Di-Tempat?kacamata-anti-radiasi-sinar-biru-Kacamata-wanita-persegi-vintage-i.93215140.1626343130,https://cf.shopee.co.id/file/dadb451c799c4e556ad2e657931cad64
Fashion,FashionAccessory,[Bayar di Tempat]Kacamata Wanita Pria Hitam Crescent shaped fashion sunglasses Ocean Lens Frame,Rp11900,11900,2106,https://shopee.co.id/-Bayar-di-Tempat-Kacamata-Wanita-Pria-Hitam-Crescent-shaped-fashion-sunglasses-Ocean-Lens-Frame-i.18587545.1472678333,https://cf.shopee.co.id/file/175b4c0bc071f8198dc375fad3eb4c7c
Fashion,FashionAccessory,CS- RING BELT COLOR Korea / Ikat pinggang wanita,Rp10000 - Rp11800,10900,1677,https://shopee.co.id/CS-RING-BELT-COLOR-Korea-Ikat-pinggang-wanita-i.1455258.1775453251,https://cf.shopee.co.id/file/5e7970ffcc2bd950b29e21746b90aafc
Fashion,FashionAccessory,[Bayar Di Tempat]Kacamata Hitam Unisex Model Oversize UV400 Warna Permen,Rp9025,9025,1807,https://shopee.co.id/-Bayar-Di-Tempat-Kacamata-Hitam-Unisex-Model-Oversize-UV400-Warna-Permen-i.24548222.1848723095,https://cf.shopee.co.id/file/e376ee0163cf346fda96aaff2b8a9684
Fashion,FashionAccessory,Syall motif Promo 3.799 // Syall fashion // syall murah // Syall motif,Rp3799,3799,1940,https://shopee.co.id/Syall-motif-Promo-3.799-Syall-fashion-syall-murah-Syall-motif-i.30926229.677966554,https://cf.shopee.co.id/file/cf57d9f977482d7e7474444e93b85909
Fashion,FashionAccessory,Tempat Softlens KARAKTER ANIMAL / Kotak Lensa + Capitan + Tongkat,Rp6000,6000,1792,https://shopee.co.id/Tempat-Softlens-KARAKTER-ANIMAL-Kotak-Lensa-Capitan-Tongkat-i.375994.1640109240,https://cf.shopee.co.id/file/1bd33380ed40b3a07325a880e636b316
Fashion,FashionAccessory,Murah Kacamata Hitam Wanita Transparent Sunglasses Frameless Port Trends Couples Simple Glasses,Rp8500,8500,1848,https://shopee.co.id/Murah-Kacamata-Hitam-Wanita-Transparent-Sunglasses-Frameless-Port-Trends-Couples-Simple-Glasses-i.24548222.1784126512,https://cf.shopee.co.id/file/ecc1c64d6130f940c6293368d1b49895
Fashion,FashionAccessory,Jepitan Softlens,Rp3500,3500,1699,https://shopee.co.id/Jepitan-Softlens-i.17220153.1893423021,https://cf.shopee.co.id/file/10b1fc497a86c064c9aa77345e218ad7
Fashion,FashionAccessory,Cool Trendy Half Frame Rimless Cat Eye Sunglasses Women Fashion Clear,Rp15900,15900,1612,https://shopee.co.id/Cool-Trendy-Half-Frame-Rimless-Cat-Eye-Sunglasses-Women-Fashion-Clear-i.24548222.1376489138,https://cf.shopee.co.id/file/4cea22b4d383ec7f9a6e13b8a43220a1
Fashion,FashionAccessory,Topi polos baseball twill premium,Rp6325 - Rp9880,8102.5,1795,https://shopee.co.id/Topi-polos-baseball-twill-premium-i.58468640.1056677726,https://cf.shopee.co.id/file/b5631e88501a9317a72c47d7f148e10f
Fashion,FashionAccessory,TOPI LED KELINCI BERGERAK MAGIC BUNNY RABBIT HAT JENNIE BLACKPINK KPOP ROSE NAYEON TWICE KUPLUK,Rp58900 - Rp77900,68400,2574,https://shopee.co.id/TOPI-LED-KELINCI-BERGERAK-MAGIC-BUNNY-RABBIT-HAT-JENNIE-BLACKPINK-KPOP-ROSE-NAYEON-TWICE-KUPLUK-i.102496870.1818192277,https://cf.shopee.co.id/file/b4a57ed8f8fdfb4db65b5d696b6cae5e
Fashion,FashionAccessory,PROMO TERMURAH Air Softlens Nice Look 60 ml / Nicelook Kecil Cairan Soft Lens 60ml PROMO SALE,Rp4900,4900,1761,https://shopee.co.id/PROMO-TERMURAH-Air-Softlens-Nice-Look-60-ml-Nicelook-Kecil-Cairan-Soft-Lens-60ml-PROMO-SALE-i.62227996.1273627321,https://cf.shopee.co.id/file/fe041cbb5e0358e1f65ccc54df3ddf01
Fashion,FashionAccessory,RSB Kaca Mata Bulat Design Korea Pria Dan Wanita / Kacamata Oval Korea/Kacamata Design Retro Pria Da,Rp17760,17760,1540,https://shopee.co.id/RSB-Kaca-Mata-Bulat-Design-Korea-Pria-Dan-Wanita-Kacamata-Oval-Korea-Kacamata-Design-Retro-Pria-Da-i.24548222.1848931116,https://cf.shopee.co.id/file/62f10e63f0cc78d8ae4f7dd6c59b9ce6
Fashion,FashionAccessory,[Bayar di Tempat]Kacamata Hitam Wanita Lensa Oversize Cat Eye Sunglasses Women,Rp18500 - Rp25200,21850,1546,https://shopee.co.id/-Bayar-di-Tempat-Kacamata-Hitam-Wanita-Lensa-Oversize-Cat-Eye-Sunglasses-Women-i.18587545.318862265,https://cf.shopee.co.id/file/2291030522f48f8b4c9ff10806f4b0c8
Fashion,FashionAccessory,SOFTLENS SOFLEN SOFTLEN NEWBLUK / NEWBLUK FREE LENSCASE ALL COLOR NORMAL [NO MINUS],Rp26599,26599,1708,https://shopee.co.id/SOFTLENS-SOFLEN-SOFTLEN-NEWBLUK-NEWBLUK-FREE-LENSCASE-ALL-COLOR-NORMAL-NO-MINUS--i.5153623.492447039,https://cf.shopee.co.id/file/51ecd8b539541178052796990bd04ca1
Fashion,FashionAccessory,Kacamata Hitam Pria Wanita Model thug Life Mosaic Sunglasses Women Fashion,Rp8500 - Rp11999,10249.5,1640,https://shopee.co.id/Kacamata-Hitam-Pria-Wanita-Model-thug-Life-Mosaic-Sunglasses-Women-Fashion-i.18587545.1683141408,https://cf.shopee.co.id/file/cf0f108f67745c0e0c52385466ef3987
Fashion,FashionAccessory,X2 60ml /CAIRAN SOFTLENS/ X2 COMFORT,Rp9020,9020,1794,https://shopee.co.id/X2-60ml-CAIRAN-SOFTLENS-X2-COMFORT-i.3711861.43694736,https://cf.shopee.co.id/file/b3be5cc1391981d8506d4b643c6f133d
Fashion,FashionAccessory,Kacamata Hitam Import Bentuk Kucing Gaya Vintage Retro Bahan Metal,Rp17000,17000,1549,https://shopee.co.id/Kacamata-Hitam-Import-Bentuk-Kucing-Gaya-Vintage-Retro-Bahan-Metal-i.24548222.1376717202,https://cf.shopee.co.id/file/e12b7a481dab6cdc33f383bc6dfca46d
Fashion,FashionAccessory,GROSIR FASHION BATAM - JB002 - Premium Bandana Simpul Twist Elastis Ala Korea Untuk Wanita,Rp6199,6199,2009,https://shopee.co.id/GROSIR-FASHION-BATAM-JB002-Premium-Bandana-Simpul-Twist-Elastis-Ala-Korea-Untuk-Wanita-i.28368144.1735238301,https://cf.shopee.co.id/file/c115f08bc90ba75a5e7aef42d14f6323
Fashion,FashionAccessory,kupluk plus bordir nama angka dll BEANY HAT CUSTOM NAMA,Rp18000,18000,1622,https://shopee.co.id/kupluk-plus-bordir-nama-angka-dll-BEANY-HAT-CUSTOM-NAMA-i.19818843.922443066,https://cf.shopee.co.id/file/f87330c0155b4f50b864c3fbc2cdb01a
Fashion,FashionAccessory,Kacamata Bingkai Optik Gaya Retro Vintage Bingkai Logam,Rp23500,23500,1718,https://shopee.co.id/Kacamata-Bingkai-Optik-Gaya-Retro-Vintage-Bingkai-Logam-i.24548222.1540832482,https://cf.shopee.co.id/file/4673cab83e9f0466cb66d41d2b956b4b
Fashion,FashionAccessory,Gelang Zodiak Import (20gr) ACC003,Rp8000,8000,1606,https://shopee.co.id/Gelang-Zodiak-Import-(20gr)-ACC003-i.5282124.1761060680,https://cf.shopee.co.id/file/7cd8326d59ac08984ac296fb1e8b8fb9
Fashion,FashionAccessory,Topi Jepang / Topi Mancing Murah,Rp7670 - Rp8722,8196,1558,https://shopee.co.id/Topi-Jepang-Topi-Mancing-Murah-i.18243978.639859423,https://cf.shopee.co.id/file/ab42effd5594c3900140615a97548689
