category,main class,item name,price range,price_min,price_max,monthly sales,item url,item picture
category,main class,item name,price range,price_min,price_max,monthly sales,item url,item picture
家電影音,生活家電,【現貨特價】小米靜電過濾棉 靜電過濾棉 空氣清淨機 空調濾網 靜電 PM2.5 防塵 小米静電棉 小米淨化器 小米pro,$16,16,16,2343,https://shopee.tw/【現貨特價】小米靜電過濾棉-靜電過濾棉-空氣清淨機-空調濾網-靜電-PM2.5-防塵-小米静電棉-小米淨化器-小米pro-i.4093582.832823887,https://cf.shopee.tw/file/1fcac3fe0b511728b5e864c32b504806
家電影音,生活家電,日本 Maxell 新版公司貨 3V 鈕扣電池 CR2032 CR2016 CR2025 寶可夢手環 水銀電池 鈕扣,$6 - $10,6,10,4051,https://shopee.tw/日本-Maxell-新版公司貨-3V-鈕扣電池-CR2032-CR2016-CR2025-寶可夢手環-水銀電池-鈕扣-i.14187170.909317228,https://cf.shopee.tw/file/40016e3b1dcd00cb9df6b0fbc4a02754
家電影音,生活家電,松下 CR2032 2025 2016 CR1632 1620 1616 鋰電池 鈕扣電池 [LifeShopping],$8 - $25,8,25,2980,https://shopee.tw/松下-CR2032-2025-2016-CR1632-1620-1616-鋰電池-鈕扣電池-LifeShopping--i.15020206.225130428,https://cf.shopee.tw/file/f9a8d57bc0a3406f187ff2a17000f505
家電影音,生活家電,日本Maxell 新版公司貨 1.5V 鈕扣 LR44 AG13 LR41 AG3 LR1130 AG10 電池 玩具,$6 - $7,6,7,3188,https://shopee.tw/日本Maxell-新版公司貨-1.5V-鈕扣-LR44-AG13-LR41-AG3-LR1130-AG10-電池-玩具-i.14187170.909332771,https://cf.shopee.tw/file/6aa8a3af7fe52436889d0520351aaed6
家電影音,生活家電,【電池通】2018最新日本出廠Maxell CR2032 寶可夢手環 CR2025 CR2016 CR1616 LR44,$7 - $35,7,35,4363,https://shopee.tw/【電池通】2018最新日本出廠Maxell-CR2032-寶可夢手環-CR2025-CR2016-CR1616-LR44-i.7014606.747071315,https://cf.shopee.tw/file/6174b2a758f45d7f87e8fdad1928d4e0
家電影音,生活家電,怡悅光觸媒濾紙 適大金DAIKIN MC809SC MC80LSC MC75JSC MC75LSC KAC998A4濾網,$95,95,95,1203,https://shopee.tw/怡悅光觸媒濾紙-適大金DAIKIN-MC809SC-MC80LSC-MC75JSC-MC75LSC-KAC998A4濾網-i.5453670.43819658,https://cf.shopee.tw/file/f46ec09b8cccd275ce98d5bc4fca6698
家電影音,生活家電,怡悅HEPA濾心 適用於HPA-100APTW/HPA-200APTW/HPA-202APTW/HPA300/hrfr1,$8 - $316,8,316,1150,https://shopee.tw/怡悅HEPA濾心-適用於HPA-100APTW-HPA-200APTW-HPA-202APTW-HPA300-hrfr1-i.5453670.234603084,https://cf.shopee.tw/file/dac56fbe220b873a274f5584d12023ce
家電影音,生活家電,[滿千免運] URS 鈕扣電池 台灣公司附發票 AG13 AG3 CR2032 電池 水銀電池 鋰電池 手錶電池 贈禮品,$1 - $3,1,3,1670,https://shopee.tw/-滿千免運-URS-鈕扣電池-台灣公司附發票-AG13-AG3-CR2032-電池-水銀電池-鋰電池-手錶電池-贈禮品-i.2562513.1834847519,https://cf.shopee.tw/file/b2e8dda0f22467f926264250e9182ffd
家電影音,生活家電,【YQ小舖】 小米 石頭 小瓦 三腳 邊刷 主刷 配件 耗材 掃地機器人 抹布 水洗 濾網 主刷罩 虛擬牆 掃地機 濾芯,$39 - $195,39,195,1033,https://shopee.tw/【YQ小舖】-小米-石頭-小瓦-三腳-邊刷-主刷-配件-耗材-掃地機器人-抹布-水洗-濾網-主刷罩-虛擬牆-掃地機-濾芯-i.14414702.1057366615,https://cf.shopee.tw/file/a53da654c2b2833e6bfd1b822301a2ae
家電影音,生活家電,【現貨 免運費】贈刀頭 電動強力除毛球機 充電式刮毛球機 去毛球機 電動除毛器 除毛球刀 除毛球器【HAS832】,$30 - $195,30,195,827,https://shopee.tw/【現貨-免運費】贈刀頭-電動強力除毛球機-充電式刮毛球機-去毛球機-電動除毛器-除毛球刀-除毛球器【HAS832】-i.4031525.1023019466,https://cf.shopee.tw/file/64e0925c114afd76b125ed3c9d042608
家電影音,生活家電,買10送1 日立 cv-am14 CVP6吸塵器 紙袋 吸塵袋 集塵袋 CV-T46 CV-T41,$15,15,15,842,https://shopee.tw/買10送1-日立-cv-am14-CVP6吸塵器-紙袋-吸塵袋-集塵袋-CV-T46-CV-T41-i.37222094.1686224321,https://cf.shopee.tw/file/a8e300fff3ff78108f92a812fb34ad1f
家電影音,生活家電,【電池通】2018年出廠日本Maxell LR44/AG13/A76/L1154 另售 LR1130/LR41/LR43,$5 - $7,5,7,1367,https://shopee.tw/【電池通】2018年出廠日本Maxell-LR44-AG13-A76-L1154-另售-LR1130-LR41-LR43-i.7014606.747120912,https://cf.shopee.tw/file/6ee489c19648a438cbe202be0540a3cd
家電影音,生活家電,天球正品 電池 AG13電池 LR44鈕扣電池 AG3 LR41 AG10 LR43 AG12 AG4水銀電池,$2,2,2,2560,https://shopee.tw/天球正品-電池-AG13電池-LR44鈕扣電池-AG3-LR41-AG10-LR43-AG12-AG4水銀電池-i.2289784.8964435,https://cf.shopee.tw/file/b266bb111d40061bb651590d3b227cb9
家電影音,生活家電,送 3m 貼及雙面膠 小米靜電過濾棉 靜電過濾棉 空氣清淨機 空調濾網 PM2.5 濾芯 小米淨化器 小米pro,$14 - $15,14,15,1033,https://shopee.tw/送-3m-貼及雙面膠-小米靜電過濾棉-靜電過濾棉-空氣清淨機-空調濾網-PM2.5-濾芯-小米淨化器-小米pro-i.143640.1044552579,https://cf.shopee.tw/file/fa67d93b43cc25ede79d35fb961ed4da
家電影音,生活家電,【珍愛頌】I003 4號電池 環保無汞碳鋅 無尾熊電池 電子喇叭電池 無汞環保碳鋅乾電池 商品檢驗汞含量符合,$3,3,3,2484,https://shopee.tw/【珍愛頌】I003-4號電池-環保無汞碳鋅-無尾熊電池-電子喇叭電池-無汞環保碳鋅乾電池-商品檢驗汞含量符合-i.3433837.10434521,https://cf.shopee.tw/file/ef2901ed2312f9d3276815a9b87c81a9
家電影音,生活家電,【怡悅活性炭濾網】18000 18200 18400 HPA-100APTW HPA-200APTW honeywell,$42 - $79,42,79,645,https://shopee.tw/【怡悅活性炭濾網】18000-18200-18400-HPA-100APTW-HPA-200APTW-honeywell-i.5453670.41348811,https://cf.shopee.tw/file/01c92bbe8b0fd206ac0f0e3ca32338f3
家電影音,生活家電,♻️1千萬負離子 獨家🔥 日本負離子USB 家用 車用空氣清淨機 空氣淨化器 負離子空氣清淨機 除異味煙味PM2.5,$9 - $690,9,690,603,https://shopee.tw/♻️1千萬負離子-獨家🔥-日本負離子USB-家用-車用空氣清淨機-空氣淨化器-負離子空氣清淨機-除異味煙味PM2.5-i.16349054.1155109163,https://cf.shopee.tw/file/135c6c02d27a5d3cf18c178dee0f4892
家電影音,生活家電,【A006】CR2032 / CR1632 / CR2450 / CR2025 水銀電池3V 索尼 松下 SONY AG,$2 - $38,2,38,692,https://shopee.tw/【A006】CR2032-CR1632-CR2450-CR2025-水銀電池3V-索尼-松下-SONY-AG-i.31491892.773930238,https://cf.shopee.tw/file/40b71c2e7aa08bd6f38e610d9515ed03
家電影音,生活家電,【現貨】小米靜電過濾棉 小米專用 靜電過濾棉 空氣清淨機 空調濾網 靜電 除PM2.5 防塵 小米静電棉 小米淨化器,$16,16,16,607,https://shopee.tw/【現貨】小米靜電過濾棉-小米專用-靜電過濾棉-空氣清淨機-空調濾網-靜電-除PM2.5-防塵-小米静電棉-小米淨化器-i.61523594.1042581924,https://cf.shopee.tw/file/fd47f8d68ad91d3a585aa8d6172891d4
家電影音,生活家電,日立 cv-am14 17入300元 現貨 cvam14 cvp6 cv 吸塵器 紙袋 集塵袋 吸塵袋 集塵紙袋,$20,20,20,557,https://shopee.tw/日立-cv-am14-17入300元-現貨-cvam14-cvp6-cv-吸塵器-紙袋-集塵袋-吸塵袋-集塵紙袋-i.3523662.161920258,https://cf.shopee.tw/file/687b95167bf15370d94cd33c52ba4dba
家電影音,生活家電,怡悅靜電空氣濾網 適用於3M 小米 空氣清淨機/除濕機,$165,165,165,508,https://shopee.tw/怡悅靜電空氣濾網-適用於3M-小米-空氣清淨機-除濕機-i.5453670.41336821,https://cf.shopee.tw/file/95be353fdd11017953787ddf47449808
家電影音,生活家電,YQ小舖 適用 日立 cvam14 cv-am14 雙層 集塵袋 cvp6 吸塵器 紙袋 吸塵袋 集塵紙袋 cv14,$14,14,14,554,https://shopee.tw/YQ小舖-適用-日立-cvam14-cv-am14-雙層-集塵袋-cvp6-吸塵器-紙袋-吸塵袋-集塵紙袋-cv14-i.14414702.1416099823,https://cf.shopee.tw/file/42859b421727bb9f4e584981630941e6
家電影音,美容/健康家電,【大量現貨】現貨大特價【24Ｈ快速出貨】【湘湘小舖*繁體版體重計】體重計 體重機 情人節禮物 瘦身 減肥 減重,$5 - $329,5,329,7305,https://shopee.tw/【大量現貨】現貨大特價【24Ｈ快速出貨】【湘湘小舖*繁體版體重計】體重計-體重機-情人節禮物-瘦身-減肥-減重-i.19782903.610840975,https://cf.shopee.tw/file/31b3d6426e12ee9841b0175b96e06baf
家電影音,美容/健康家電,【SS】當天出貨 納米 噴霧器 補水儀 20ml水箱 納米補水儀 便攜 保濕噴霧 補水神器 保濕神器 加濕器 手持噴霧器,$76,76,76,1485,https://shopee.tw/【SS】當天出貨-納米-噴霧器-補水儀-20ml水箱-納米補水儀-便攜-保濕噴霧-補水神器-保濕神器-加濕器-手持噴霧器-i.75625367.1269886881,https://cf.shopee.tw/file/5176800efe824fb131aff96d03f168af
家電影音,美容/健康家電,【My現貨】歐樂B 副廠 電動牙刷刷頭 EB18 EB20 EB10 EB50 牙刷頭 德國百靈 Oral b 刷頭,$18 - $80,18,80,913,https://shopee.tw/【My現貨】歐樂B-副廠-電動牙刷刷頭-EB18-EB20-EB10-EB50-牙刷頭-德國百靈-Oral-b-刷頭-i.1384398.5084696,https://cf.shopee.tw/file/6c15561af82e9c193dc0d51027b3985d
家電影音,美容/健康家電,24H秒出貨【新北四色現貨】繁體！保固！ 精準體重計 體重秤 體重機 健康電子秤 體重器 脂肪秤 體脂計 體脂秤自備電池,$328 - $479,328,479,703,https://shopee.tw/24H秒出貨【新北四色現貨】繁體！保固！-精準體重計-體重秤-體重機-健康電子秤-體重器-脂肪秤-體脂計-體脂秤自備電池-i.78020475.1321778094,https://cf.shopee.tw/file/7e7201d881dd71e3a72cb203059c5794
家電影音,美容/健康家電,💖現貨💖 歐樂B Oral-B 副廠電動牙刷頭 EB50 EBS17 EB10 EB20 德國百靈,$40 - $99,40,99,663,https://shopee.tw/💖現貨💖-歐樂B-Oral-B-副廠電動牙刷頭-EB50-EBS17-EB10-EB20-德國百靈-i.6795269.634884389,https://cf.shopee.tw/file/cdd287cd7285ce96fb1cfdd71b51eb8b
家電影音,美容/健康家電,【12H出貨 保固→旗艦10件套組】德國設計 4D浮動三刀頭 電動刮鬍刀 可水洗機身刮鬍刀,$69 - $499,69,499,614,https://shopee.tw/【12H出貨-保固→旗艦10件套組】德國設計-4D浮動三刀頭-電動刮鬍刀-可水洗機身刮鬍刀-i.5110005.1230166714,https://cf.shopee.tw/file/2a9396859c8a03541784f17a09d81352
家電影音,美容/健康家電,My現貨】飛利浦 副廠PHILIPS Sonicare音波牙刷刷頭HX6032 HX6042 HX6063 刷頭 牙刷頭,$18 - $99,18,99,507,https://shopee.tw/My現貨】飛利浦-副廠PHILIPS-Sonicare音波牙刷刷頭HX6032-HX6042-HX6063-刷頭-牙刷頭-i.1384398.5084496,https://cf.shopee.tw/file/ef51aca7334da31116a689b70fb87602
家電影音,影音設備,15.22 M9 雙核 AnyCast hdmi 無線影音 手機分享器 M5 Plus 電視棒 手機轉電視 同屏器,$40 - $319,40,319,1176,https://shopee.tw/15.22-M9-雙核-AnyCast-hdmi-無線影音-手機分享器-M5-Plus-電視棒-手機轉電視-同屏器-i.2735984.14917706,https://cf.shopee.tw/file/5ef949cd9446f7f57de1cc7505aa1724
家電影音,影音設備,🔥🔥現貨🔥🔥加厚麥克風海綿套 網路K歌套 KTV 麥克風套 麥克風防滑套 q7 q8 q9 q8s q9s🔥,$9,9,9,546,https://shopee.tw/🔥🔥現貨🔥🔥加厚麥克風海綿套-網路K歌套-KTV-麥克風套-麥克風防滑套-q7-q8-q9-q8s-q9s🔥-i.21991976.1326369506,https://cf.shopee.tw/file/faf9a6b0008c5d1d33408ede30ddef92
家電影音,影音設備,『現貨在台灣』 一次性麥克風套 一組2個 密封包 KTV 卡拉 OK 抛棄式麥克風海棉套 麥克風套 清潔衛生,$4 - $5,4,5,1292,https://shopee.tw/『現貨在台灣』-一次性麥克風套-一組2個-密封包-KTV-卡拉-OK-抛棄式麥克風海棉套-麥克風套-清潔衛生-i.2947101.37499284,https://cf.shopee.tw/file/b2a12c1b032ec42f094d6c5bf9ae1e2d
家電影音,廚房家電,【日本獨家熱銷款⚡️現貨當天出】金屬面板料理秤(附托盤)0.1g/3kg 電子秤 廚房秤 3000g 3kg,$1 - $149,1,149,1501,https://shopee.tw/【日本獨家熱銷款⚡️現貨當天出】金屬面板料理秤(附托盤)0.1g-3kg-電子秤-廚房秤-3000g-3kg-i.64376432.1230957141,https://cf.shopee.tw/file/42578e85ec2a8680e952b38109f221a8
家電影音,廚房家電,附發票保固180天 0.01g/500g 0.1g/3Kg 不鏽鋼 電子秤 廚房秤 料理秤 烘焙秤 珠寶秤 茶葉秤 磅秤,$2 - $169,2,169,691,https://shopee.tw/附發票保固180天-0.01g-500g-0.1g-3Kg-不鏽鋼-電子秤-廚房秤-料理秤-烘焙秤-珠寶秤-茶葉秤-磅秤-i.12013887.150710268,https://cf.shopee.tw/file/113dc93d0d56267a930c26d64e577f7d
家電影音,廚房家電,楽福🎁魔力家 304不鏽鋼雙層隔熱防燙美食鍋 快煮鍋2.2L,$170 - $545,170,545,614,https://shopee.tw/楽福🎁魔力家-304不鏽鋼雙層隔熱防燙美食鍋-快煮鍋2.2L-i.17690504.968304178,https://cf.shopee.tw/file/7ba296130e929be1ae2263f4cfc8c799
家電影音,廚房家電,【台灣現貨】【保固】 3000g/500g 中文版 不鏽鋼電子秤【LifeShopping】料理秤 廚房秤 咖啡秤,$40 - $149,40,149,544,https://shopee.tw/【台灣現貨】【保固】-3000g-500g-中文版-不鏽鋼電子秤【LifeShopping】料理秤-廚房秤-咖啡秤-i.15020206.263315936,https://cf.shopee.tw/file/1f5d137090c11f04d250ba9e2cdf1e65
家電影音,廚房家電,【日本熱銷款⚡️現貨當天出】不鏽鋼電子料理秤1g/5kg 迷你秤 電子秤 中藥秤 廚房秤 烘焙秤 5000g,$1 - $169,1,169,632,https://shopee.tw/【日本熱銷款⚡️現貨當天出】不鏽鋼電子料理秤1g-5kg-迷你秤-電子秤-中藥秤-廚房秤-烘焙秤-5000g-i.64376432.1057744414,https://cf.shopee.tw/file/5b3e9e47c7209f7c19280610aa7d705f
家電影音,廚房家電,【珍愛頌】I015 CR2025 3V 鈕扣電池 水銀電池 計算機電池 遙控器電池 電子秤電池 照相機電池 主機板電池,$3,3,3,1255,https://shopee.tw/【珍愛頌】I015-CR2025-3V-鈕扣電池-水銀電池-計算機電池-遙控器電池-電子秤電池-照相機電池-主機板電池-i.3433837.13887318,https://cf.shopee.tw/file/9ca44f5adfd422730e29e5f9468ad1c4
家電影音,音響、喇叭,藍芽喇叭、行動電源、娃娃機商品、娃娃機批發、美好2025、2088、2055、007、史迪奇喇叭、kitty喇叭、品韻,$350 - $850,350,850,592,https://shopee.tw/藍芽喇叭、行動電源、娃娃機商品、娃娃機批發、美好2025、2088、2055、007、史迪奇喇叭、kitty喇叭、品韻-i.1710806.1471491560,https://cf.shopee.tw/file/ac84d1b3d0e727ecfd3ba03208a60c02
家電影音,大型家電,洗衣機濾網 棉絮過濾網 東元.國際.聲寶.三洋.夏普.東芝.日立.歌林量大可議價,$30 - $35,30,35,945,https://shopee.tw/洗衣機濾網-棉絮過濾網-東元.國際.聲寶.三洋.夏普.東芝.日立.歌林量大可議價-i.16864936.314739991,https://cf.shopee.tw/file/4228b7daa8a693c41b18bc5c1e918e66
家電影音,其他,國際牌 Panasonic eneloop 充電電池 3號 4號低自放 鎳氫 AA AAA 三號 鎳氫電池 非耐能 松下,$6 - $119,6,119,761,https://shopee.tw/國際牌-Panasonic-eneloop-充電電池-3號-4號低自放-鎳氫-AA-AAA-三號-鎳氫電池-非耐能-松下-i.53197235.1096855100,https://cf.shopee.tw/file/23d278f76916a79ed2054eb9e5e25814
家電影音,其他,【老字號不換號】【繁體中文】Netflix 4K高級會員帳號看到飽 二、三、六、十二(月) 【信用卡、四大超商代碼】,$50 - $155,50,155,566,https://shopee.tw/【老字號不換號】【繁體中文】Netflix-4K高級會員帳號看到飽-二、三、六、十二(月)-【信用卡、四大超商代碼】-i.3983576.871685257,https://cf.shopee.tw/file/5c3af0c3f14cc9dc4a1b90ae36d7ef05
家電影音,其他,單顆售價♞快速出貨♞無尾熊 3號電池 4號電池 碳鋅電池 無汞環保碳鋅乾電池 商品檢驗汞含量符合環保署規定,$3 - $4,3,4,1387,https://shopee.tw/單顆售價♞快速出貨♞無尾熊-3號電池-4號電池-碳鋅電池-無汞環保碳鋅乾電池-商品檢驗汞含量符合環保署規定-i.6630549.41829562,https://cf.shopee.tw/file/4c4c33cb1885226f52cee8534b01cf19
家電影音,其他,QQ音樂 綠鑽豪華版 680樂幣 付費音樂包 數字專輯代購 線上開通,$45 - $220,45,220,953,https://shopee.tw/QQ音樂-綠鑽豪華版-680樂幣-付費音樂包-數字專輯代購-線上開通-i.110939540.1717251017,https://cf.shopee.tw/file/7c548151fe55d507cee40d2476397849
家電影音,其他,第四台 RG-6 ( 5C ) 5C-FB 5C-2V 同軸線擠壓頭 F頭 英制,$2,2,2,1299,https://shopee.tw/第四台-RG-6-(-5C-)-5C-FB-5C-2V-同軸線擠壓頭-F頭-英制-i.3789929.1367228042,https://cf.shopee.tw/file/509e034a00585152d5bd542e322877c0
